



Trustor	Trustee	Sign	RES	YEA
2644	813	-1	-1	2008
1746	813	-1	-1	2008
4194	813	-1	-1	2008
3809	813	-1	-1	2008
3283	813	-1	-1	2008
1176	813	-1	-1	2008
3777	813	-1	-1	2008
4078	813	-1	-1	2008
291	813	-1	-1	2008
4316	813	-1	-1	2008
444	813	-1	-1	2008
2094	813	-1	-1	2008
2357	813	-1	-1	2008
4695	813	-1	-1	2008
3954	813	-1	-1	2008
2944	813	-1	-1	2008
2923	813	-1	-1	2008
184	813	-1	-1	2008
864	813	-1	-1	2008
4383	813	-1	-1	2008
391	813	-1	-1	2008
4025	813	-1	-1	2008
1347	813	-1	-1	2008
3424	813	-1	-1	2008
609	813	-1	-1	2008
2149	813	-1	-1	2008
2953	813	-1	-1	2008
2498	813	-1	-1	2008
3961	813	-1	-1	2008
3371	813	-1	-1	2008
4906	813	-1	-1	2008
1030	813	-1	-1	2008
463	813	-1	-1	2008
857	813	-1	-1	2008
805	813	-1	-1	2008
4019	813	-1	-1	2008
3946	813	-1	-1	2008
4008	813	-1	-1	2008
2164	813	-1	-1	2008
1422	813	-1	-1	2008
2899	813	-1	-1	2008
3837	813	-1	-1	2008
1718	813	-1	-1	2008
486	813	-1	-1	2008
4023	813	-1	-1	2008
2824	813	-1	-1	2008
4908	813	-1	-1	2008
1467	813	-1	-1	2008
5017	813	-1	-1	2008
1256	813	0	-1	2008
3738	813	0	-1	2008
3554	813	0	-1	2008
125	813	0	-1	2008
1252	813	0	-1	2008
3402	813	0	-1	2008
1588	813	0	-1	2008
5174	813	0	-1	2008
4031	813	0	-1	2008
4089	813	0	-1	2008
1000	813	0	-1	2008
2905	10695	1	-1	2008
3231	10695	-1	-1	2008
3636	10695	-1	-1	2008
18	10695	-1	-1	2008
3738	10695	-1	-1	2008
2122	10695	-1	-1	2008
3058	10695	-1	-1	2008
352	10695	-1	-1	2008
647	10695	0	-1	2008
2185	10695	0	-1	2008
4012	10695	1	-1	2008
2330	10695	1	-1	2008
2163	10695	-1	-1	2008
18	10695	-1	-1	2008
4285	10695	-1	-1	2008
3386	10695	-1	-1	2008
2659	10695	-1	-1	2008
565	10695	-1	-1	2008
4031	10695	-1	-1	2008
85	10695	-1	-1	2008
2916	10695	-1	-1	2008
2185	10695	-1	-1	2008
352	10695	0	-1	2008
278	10695	0	-1	2008
3390	930	1	-1	2008
1973	930	-1	-1	2008
1785	930	-1	-1	2008
4168	930	-1	-1	2008
817	930	-1	-1	2008
3058	930	-1	-1	2008
901	930	-1	-1	2008
2044	930	-1	-1	2008
4048	930	-1	-1	2008
3940	930	0	-1	2008
3086	930	0	-1	2008
12	4301	-1	-1	2008
2953	4301	-1	-1	2008
912	4301	-1	-1	2008
88	4301	-1	-1	2008
315	4301	-1	-1	2008
62	4301	0	-1	2008
2837	10696	1	-1	2008
817	10696	-1	-1	2008
2044	10696	-1	-1	2008
2185	10696	-1	-1	2008
2509	10696	-1	-1	2008
4053	10696	-1	-1	2008
3919	10697	-1	-1	2008
62	10697	-1	-1	2008
1051	10697	-1	-1	2008
455	10697	-1	-1	2008
1943	10697	-1	-1	2008
202	10697	-1	-1	2008
1952	10697	-1	-1	2008
1373	10697	-1	-1	2008
3425	10697	-1	-1	2008
3708	10697	0	-1	2008
523	4222	1	-1	2008
880	4222	1	-1	2008
4163	4222	1	-1	2008
3458	4222	1	-1	2008
4285	4222	1	-1	2008
1785	4222	1	-1	2008
3086	4222	1	-1	2008
1708	4222	1	-1	2008
3738	4222	1	-1	2008
1084	4222	1	-1	2008
1922	4222	1	-1	2008
817	4222	1	-1	2008
4031	4222	1	-1	2008
202	4222	1	-1	2008
3940	4222	1	-1	2008
4048	4222	1	-1	2008
4168	4222	1	-1	2008
3098	4222	1	-1	2008
3997	4222	1	-1	2008
67	4222	1	-1	2008
4147	4222	1	-1	2008
4012	4222	1	-1	2008
4034	4222	1	-1	2008
265	4222	1	-1	2008
1526	4222	1	-1	2008
1808	4222	1	-1	2008
2905	4222	1	-1	2008
4487	4222	1	-1	2008
4238	4222	1	-1	2008
1718	4222	1	-1	2008
3701	4222	1	-1	2008
1328	4222	1	-1	2008
3025	4222	1	-1	2008
4130	4222	1	-1	2008
4217	4222	1	-1	2008
3390	4222	1	-1	2008
4162	4222	1	-1	2008
3058	4222	1	-1	2008
997	4222	1	-1	2008
3231	4222	1	-1	2008
1595	4222	1	-1	2008
2163	4222	1	-1	2008
3636	4222	1	-1	2008
212	4222	1	-1	2008
3809	4222	1	-1	2008
4089	4222	1	-1	2008
5175	4222	1	-1	2008
2399	4222	1	-1	2008
230	4222	1	-1	2008
18	4222	1	-1	2008
963	4222	1	-1	2008
4092	4222	-1	-1	2008
1117	4222	-1	-1	2008
4184	4222	-1	-1	2008
3105	4222	-1	-1	2008
3962	4222	-1	-1	2008
2312	4222	-1	-1	2008
390	4222	-1	-1	2008
2133	4222	-1	-1	2008
2956	4222	-1	-1	2008
3823	4222	-1	-1	2008
349	4222	-1	-1	2008
257	4222	-1	-1	2008
2910	4222	-1	-1	2008
2364	4222	-1	-1	2008
3999	4222	-1	-1	2008
3945	4222	-1	-1	2008
210	4222	-1	-1	2008
3919	4222	-1	-1	2008
3149	4222	-1	-1	2008
3371	4222	-1	-1	2008
2090	4222	-1	-1	2008
2185	4222	-1	-1	2008
2701	4222	0	-1	2008
1569	4222	0	-1	2008
1000	4222	0	-1	2008
2044	4222	0	-1	2008
2394	5223	1	-1	2008
4087	5223	-1	-1	2008
5176	5223	-1	-1	2008
4865	5223	-1	-1	2008
5177	5223	-1	-1	2008
5178	5223	-1	-1	2008
3011	5223	-1	-1	2008
5179	5223	-1	-1	2008
4115	10698	1	-1	2008
1349	10698	-1	-1	2008
2642	10698	-1	-1	2008
3080	10698	-1	-1	2008
4596	10698	-1	-1	2008
85	10698	-1	-1	2008
2003	10698	-1	-1	2008
5180	10698	-1	-1	2008
4627	10698	-1	-1	2008
3919	10698	-1	-1	2008
817	10699	-1	-1	2008
4046	10699	-1	-1	2008
2071	10699	-1	-1	2008
415	10700	-1	-1	2008
4533	10700	-1	-1	2008
2888	10700	-1	-1	2008
2249	10700	-1	-1	2008
3999	10700	-1	-1	2008
817	10699	-1	-1	2008
356	10699	-1	-1	2008
2044	4082	1	-1	2008
346	4082	1	-1	2008
4950	4082	1	-1	2008
2431	4082	1	-1	2008
349	4082	1	-1	2008
4089	4082	1	-1	2008
2608	4082	1	-1	2008
2130	4082	1	-1	2008
1714	4082	1	-1	2008
4340	4082	1	-1	2008
584	4082	1	-1	2008
3945	4082	1	-1	2008
4012	4082	1	-1	2008
3997	4082	1	-1	2008
2822	4082	1	-1	2008
975	4082	1	-1	2008
164	4082	1	-1	2008
3957	4082	1	-1	2008
1126	4082	1	-1	2008
3384	4082	1	-1	2008
2953	4082	1	-1	2008
5181	4082	1	-1	2008
3058	4082	1	-1	2008
3960	4082	1	-1	2008
3940	4082	1	-1	2008
5182	4082	1	-1	2008
4034	4082	1	-1	2008
1684	4082	1	-1	2008
3962	4082	1	-1	2008
912	4082	1	-1	2008
4029	4082	1	-1	2008
4092	4082	1	-1	2008
210	4082	1	-1	2008
3927	4082	1	-1	2008
2470	4082	1	-1	2008
761	4082	1	-1	2008
1542	4082	1	-1	2008
4593	4082	1	-1	2008
1808	4082	1	-1	2008
2336	4082	1	-1	2008
1465	4082	1	-1	2008
3951	4082	1	-1	2008
2802	4082	1	-1	2008
496	4082	1	-1	2008
2835	4082	1	-1	2008
3187	4082	1	-1	2008
347	4082	1	-1	2008
3812	4082	1	-1	2008
375	4082	1	-1	2008
4170	4082	1	-1	2008
125	4082	1	-1	2008
3110	4082	1	-1	2008
3556	4082	1	-1	2008
2399	4082	1	-1	2008
105	4082	1	-1	2008
2528	4082	1	-1	2008
4043	4082	1	-1	2008
4146	4082	1	-1	2008
3708	4082	1	-1	2008
102	4082	1	-1	2008
4102	4082	1	-1	2008
195	4082	1	-1	2008
4548	4082	1	-1	2008
270	4082	1	-1	2008
43	4082	1	-1	2008
2351	4082	1	-1	2008
4200	4082	1	-1	2008
2476	4082	-1	-1	2008
817	4082	-1	-1	2008
4147	4082	-1	-1	2008
3311	4082	-1	-1	2008
3809	4082	-1	-1	2008
5183	4082	-1	-1	2008
202	4082	-1	-1	2008
577	4082	-1	-1	2008
1715	4082	-1	-1	2008
3946	4082	-1	-1	2008
1607	4082	-1	-1	2008
4440	4082	-1	-1	2008
2498	4082	-1	-1	2008
2824	4082	-1	-1	2008
3961	4082	-1	-1	2008
4087	4082	-1	-1	2008
4390	4082	-1	-1	2008
5184	4082	-1	-1	2008
3371	4082	-1	-1	2008
3854	4082	-1	-1	2008
85	4082	-1	-1	2008
4048	4082	-1	-1	2008
5185	4082	-1	-1	2008
5186	4082	-1	-1	2008
3994	4082	-1	-1	2008
4800	4082	-1	-1	2008
3996	4082	-1	-1	2008
5187	4082	-1	-1	2008
1117	4082	0	-1	2008
1000	4082	0	-1	2008
352	4082	0	-1	2008
4861	4082	0	-1	2008
1656	4082	0	-1	2008
444	2896	1	-1	2008
4029	2896	1	-1	2008
3636	2896	1	-1	2008
3981	2896	1	-1	2008
1722	2896	1	-1	2008
817	2896	1	-1	2008
3483	2896	1	-1	2008
3066	2896	1	-1	2008
3416	2896	1	-1	2008
2312	2896	1	-1	2008
2470	2896	1	-1	2008
2083	2896	1	-1	2008
3841	2896	1	-1	2008
4012	2896	1	-1	2008
5188	2896	1	-1	2008
1550	2896	-1	-1	2008
2482	2896	-1	-1	2008
3809	2896	-1	-1	2008
3258	2896	-1	-1	2008
210	2896	-1	-1	2008
1272	2896	-1	-1	2008
3458	2896	-1	-1	2008
4001	2896	-1	-1	2008
278	2896	-1	-1	2008
3837	2896	-1	-1	2008
1922	2896	-1	-1	2008
577	2896	-1	-1	2008
1785	2896	-1	-1	2008
105	2896	-1	-1	2008
5083	2896	-1	-1	2008
3940	2896	-1	-1	2008
1256	2896	-1	-1	2008
3973	2896	-1	-1	2008
3738	2896	-1	-1	2008
2383	2896	-1	-1	2008
3925	2896	-1	-1	2008
102	2896	-1	-1	2008
352	2896	0	-1	2008
3086	2896	0	-1	2008
587	2896	0	-1	2008
2903	2896	0	-1	2008
2168	2896	0	-1	2008
404	2896	0	-1	2008
1328	2896	0	-1	2008
2894	2896	0	-1	2008
4013	2896	0	-1	2008
3158	2896	0	-1	2008
2916	2896	0	-1	2008
1432	1549	1	-1	2008
347	1549	1	-1	2008
3631	1549	1	-1	2008
1179	1549	1	-1	2008
411	1549	1	-1	2008
542	1549	1	-1	2008
88	1549	1	-1	2008
4580	1549	1	-1	2008
647	1549	1	-1	2008
3939	1549	1	-1	2008
3708	1549	1	-1	2008
2130	1549	1	-1	2008
3804	1549	1	-1	2008
415	1549	1	-1	2008
3718	1549	1	-1	2008
3946	1549	1	-1	2008
3187	1549	1	-1	2008
2933	1549	1	-1	2008
584	1549	1	-1	2008
4012	1549	1	-1	2008
2215	1549	1	-1	2008
5189	1549	1	-1	2008
2025	1549	1	-1	2008
3588	1549	1	-1	2008
1846	1549	1	-1	2008
813	1549	1	-1	2008
3915	1549	1	-1	2008
1123	1549	1	-1	2008
148	1549	1	-1	2008
2894	1549	1	-1	2008
800	1549	1	-1	2008
5190	1549	1	-1	2008
4517	1549	1	-1	2008
3257	1549	1	-1	2008
577	1549	1	-1	2008
370	1549	1	-1	2008
4341	1549	1	-1	2008
3266	1549	1	-1	2008
4038	1549	-1	-1	2008
3311	1549	-1	-1	2008
3961	1549	-1	-1	2008
4039	1549	-1	-1	2008
4549	1549	-1	-1	2008
2029	1549	-1	-1	2008
43	1549	-1	-1	2008
817	1549	-1	-1	2008
533	1549	-1	-1	2008
2466	1549	-1	-1	2008
3927	1549	-1	-1	2008
3951	1549	-1	-1	2008
4034	1549	-1	-1	2008
3734	1549	-1	-1	2008
2367	1549	-1	-1	2008
1922	1549	-1	-1	2008
880	1549	-1	-1	2008
3974	1549	-1	-1	2008
202	1549	-1	-1	2008
4352	1549	-1	-1	2008
3940	1549	-1	-1	2008
3788	1549	-1	-1	2008
2461	1549	-1	-1	2008
749	1549	-1	-1	2008
4383	1549	-1	-1	2008
3943	1549	-1	-1	2008
2071	1549	-1	-1	2008
2642	1549	-1	-1	2008
1349	1549	-1	-1	2008
1373	1549	-1	-1	2008
2434	1549	-1	-1	2008
901	1549	-1	-1	2008
4041	1549	-1	-1	2008
3076	1549	-1	-1	2008
331	1549	-1	-1	2008
3066	1549	-1	-1	2008
2989	1549	-1	-1	2008
1749	1549	-1	-1	2008
4815	1549	-1	-1	2008
1176	1549	-1	-1	2008
3727	1549	-1	-1	2008
3919	1549	-1	-1	2008
164	1549	-1	-1	2008
3661	1549	-1	-1	2008
4048	1549	-1	-1	2008
1117	1549	0	-1	2008
206	1549	0	-1	2008
3945	1549	0	-1	2008
1715	1549	0	-1	2008
3963	1549	0	-1	2008
210	1549	0	-1	2008
389	1549	0	-1	2008
2292	1549	0	-1	2008
4200	1549	0	-1	2008
127	1549	0	-1	2008
3419	1549	0	-1	2008
3953	1549	0	-1	2008
3402	1549	0	-1	2008
1973	1549	1	-1	2008
4012	1549	1	-1	2008
2394	1549	1	-1	2008
3999	1549	1	-1	2008
4015	1549	1	-1	2008
2933	1549	1	-1	2008
457	1549	1	-1	2008
905	1549	1	-1	2008
2185	1549	1	-1	2008
67	1549	1	-1	2008
415	1549	1	-1	2008
347	1549	1	-1	2008
3086	1549	1	-1	2008
4092	1549	1	-1	2008
3950	1549	1	-1	2008
2399	1549	1	-1	2008
1503	1549	1	-1	2008
3718	1549	1	-1	2008
3940	1549	1	-1	2008
943	1549	1	-1	2008
4284	1549	1	-1	2008
2955	1549	1	-1	2008
2215	1549	1	-1	2008
4558	1549	1	-1	2008
2934	1549	1	-1	2008
3945	1549	1	-1	2008
3371	1549	1	-1	2008
1993	1549	1	-1	2008
4362	1549	1	-1	2008
813	1549	1	-1	2008
4141	1549	1	-1	2008
4163	1549	1	-1	2008
4296	1549	1	-1	2008
1715	1549	1	-1	2008
148	1549	1	-1	2008
234	1549	1	-1	2008
1598	1549	1	-1	2008
270	1549	1	-1	2008
3238	1549	1	-1	2008
3155	1549	1	-1	2008
1179	1549	1	-1	2008
580	1549	1	-1	2008
2528	1549	1	-1	2008
3144	1549	1	-1	2008
3187	1549	1	-1	2008
4325	1549	1	-1	2008
2649	1549	1	-1	2008
3929	1549	1	-1	2008
1846	1549	1	-1	2008
1542	1549	1	-1	2008
3083	1549	1	-1	2008
411	1549	1	-1	2008
836	1549	1	-1	2008
3255	1549	1	-1	2008
2434	1549	1	-1	2008
2701	1549	1	-1	2008
2989	1549	1	-1	2008
2642	1549	1	-1	2008
3636	1549	1	-1	2008
827	1549	1	-1	2008
635	1549	1	-1	2008
800	1549	1	-1	2008
542	1549	1	-1	2008
3138	1549	1	-1	2008
577	1549	1	-1	2008
3938	1549	1	-1	2008
1432	1549	1	-1	2008
4048	1549	1	-1	2008
4173	1549	1	-1	2008
3997	1549	1	-1	2008
2257	1549	1	-1	2008
3311	1549	-1	-1	2008
387	1549	-1	-1	2008
3738	1549	-1	-1	2008
817	1549	-1	-1	2008
43	1549	-1	-1	2008
4184	1549	-1	-1	2008
2004	1549	-1	-1	2008
1855	1549	-1	-1	2008
4013	1549	-1	-1	2008
1084	1549	-1	-1	2008
1746	1549	-1	-1	2008
1785	1549	-1	-1	2008
3961	1549	-1	-1	2008
1256	1549	-1	-1	2008
3973	1549	-1	-1	2008
2940	1549	-1	-1	2008
1032	1549	-1	-1	2008
1176	1549	-1	-1	2008
3192	1549	-1	-1	2008
901	1549	-1	-1	2008
1880	1549	-1	-1	2008
3058	1549	-1	-1	2008
4130	1549	-1	-1	2008
652	1549	-1	-1	2008
3390	1549	-1	-1	2008
1569	1549	-1	-1	2008
2064	1549	-1	-1	2008
864	1549	-1	-1	2008
4031	1549	-1	-1	2008
1289	1549	-1	-1	2008
2139	1549	-1	-1	2008
4662	1549	-1	-1	2008
3715	1549	-1	-1	2008
450	1549	-1	-1	2008
3076	1549	-1	-1	2008
379	1549	-1	-1	2008
1922	1549	-1	-1	2008
2164	1549	-1	-1	2008
3809	1549	-1	-1	2008
3951	1549	-1	-1	2008
1272	1549	-1	-1	2008
1000	1549	-1	-1	2008
1349	1549	0	-1	2008
1526	1549	0	-1	2008
3149	1549	0	-1	2008
1808	1549	0	-1	2008
2187	1549	0	-1	2008
202	1549	0	-1	2008
212	1549	0	-1	2008
1252	1549	0	-1	2008
3458	1549	0	-1	2008
346	1549	0	-1	2008
195	1549	0	-1	2008
4012	2201	1	-1	2008
4300	2201	1	-1	2008
1973	2201	1	-1	2008
2044	2201	1	-1	2008
3373	2201	1	-1	2008
3715	2201	1	-1	2008
3636	2201	1	-1	2008
2312	2201	1	-1	2008
4163	2201	1	-1	2008
4296	2201	1	-1	2008
963	2201	1	-1	2008
817	2201	-1	-1	2008
444	2201	-1	-1	2008
1256	2201	-1	-1	2008
3470	2201	-1	-1	2008
2470	2201	-1	-1	2008
1629	2201	-1	-1	2008
4031	2201	-1	-1	2008
4502	2201	-1	-1	2008
1117	2201	-1	-1	2008
4285	2201	-1	-1	2008
584	2201	-1	-1	2008
1156	2201	-1	-1	2008
3809	2201	-1	-1	2008
2394	2201	-1	-1	2008
1808	2201	-1	-1	2008
905	2201	-1	-1	2008
4170	2201	0	-1	2008
4511	2201	0	-1	2008
4013	2201	0	-1	2008
2993	2201	0	-1	2008
3458	2201	0	-1	2008
3793	2218	-1	-1	2008
4053	2218	-1	-1	2008
1973	2218	0	-1	2008
2608	2218	0	-1	2008
975	4090	1	-1	2008
5191	4090	-1	-1	2008
2644	4090	-1	-1	2008
2130	4090	-1	-1	2008
1684	4090	-1	-1	2008
817	4090	-1	-1	2008
1373	4090	-1	-1	2008
1922	4090	-1	-1	2008
331	4090	-1	-1	2008
4085	4090	-1	-1	2008
4238	4090	-1	-1	2008
4156	4090	0	-1	2008
635	4090	0	-1	2008
206	4090	0	-1	2008
230	10701	1	-1	2008
4163	10701	1	-1	2008
43	10701	1	-1	2008
4932	10701	1	-1	2008
4012	10701	1	-1	2008
4092	10701	1	-1	2008
3940	10701	1	-1	2008
1328	10701	1	-1	2008
1846	10701	1	-1	2008
4442	10701	1	-1	2008
4295	10701	1	-1	2008
4215	10701	1	-1	2008
2370	10701	1	-1	2008
1402	10701	1	-1	2008
4080	10701	1	-1	2008
202	10701	1	-1	2008
3458	10701	1	-1	2008
4463	10701	1	-1	2008
2083	10701	1	-1	2008
4037	10701	-1	-1	2008
1156	10701	-1	-1	2008
2207	10701	-1	-1	2008
1785	10701	-1	-1	2008
817	10701	-1	-1	2008
3311	10701	-1	-1	2008
3058	10701	-1	-1	2008
2509	10701	-1	-1	2008
4031	10701	-1	-1	2008
4101	10701	-1	-1	2008
2163	10701	-1	-1	2008
912	10701	-1	-1	2008
4238	10701	-1	-1	2008
5192	10701	-1	-1	2008
2149	10701	-1	-1	2008
2044	10701	-1	-1	2008
3025	10701	-1	-1	2008
352	10701	-1	-1	2008
2654	10701	-1	-1	2008
4029	10701	-1	-1	2008
2546	10701	-1	-1	2008
4102	10701	-1	-1	2008
4237	10701	-1	-1	2008
2064	10701	-1	-1	2008
2905	10701	-1	-1	2008
88	10701	-1	-1	2008
3738	10701	-1	-1	2008
270	10701	-1	-1	2008
93	10701	-1	-1	2008
1595	10701	-1	-1	2008
4209	10701	-1	-1	2008
4091	10701	-1	-1	2008
577	10701	-1	-1	2008
3809	10701	-1	-1	2008
195	10701	-1	-1	2008
4048	10701	-1	-1	2008
5193	10701	0	-1	2008
3919	10701	0	-1	2008
4089	10701	0	-1	2008
4328	10701	0	-1	2008
3086	10701	0	-1	2008
3098	10701	0	-1	2008
2953	10701	0	-1	2008
635	10701	0	-1	2008
4158	10701	0	-1	2008
3988	10701	0	-1	2008
1257	10701	0	-1	2008
827	10702	-1	-1	2008
523	10702	-1	-1	2008
1808	10703	-1	-1	2008
1629	10703	-1	-1	2008
4597	10703	-1	-1	2008
635	10704	1	-1	2008
2044	10704	1	-1	2008
3086	10704	1	-1	2008
1785	10704	1	-1	2008
2312	10704	1	-1	2008
4031	10704	1	-1	2008
3025	10704	1	-1	2008
391	10704	1	-1	2008
1708	10704	1	-1	2008
2083	10704	1	-1	2008
817	10704	-1	-1	2008
4037	10704	-1	-1	2008
584	10704	-1	-1	2008
5194	10704	-1	-1	2008
202	10704	-1	-1	2008
1973	10704	-1	-1	2008
3187	10704	-1	-1	2008
352	10704	-1	-1	2008
3058	10704	-1	-1	2008
4091	10704	-1	-1	2008
3201	10704	-1	-1	2008
270	10704	-1	-1	2008
4534	10704	-1	-1	2008
1855	10704	-1	-1	2008
577	10704	-1	-1	2008
18	10704	-1	-1	2008
3962	10704	0	-1	2008
346	10704	0	-1	2008
3988	10704	0	-1	2008
523	10704	0	-1	2008
2370	10704	0	-1	2008
3355	10704	0	-1	2008
4222	10704	0	-1	2008
3708	10705	1	-1	2008
3919	10705	1	-1	2008
4123	10705	1	-1	2008
3149	10705	1	-1	2008
5108	10705	1	-1	2008
1742	10705	1	-1	2008
2130	10705	1	-1	2008
347	10705	1	-1	2008
4024	10705	1	-1	2008
4145	10705	1	-1	2008
2975	10705	1	-1	2008
3371	10705	1	-1	2008
105	10705	1	-1	2008
4021	10705	1	-1	2008
3953	10705	1	-1	2008
43	10705	1	-1	2008
1132	10705	1	-1	2008
4115	10705	-1	-1	2008
2428	10705	-1	-1	2008
4381	10705	-1	-1	2008
2610	10705	-1	-1	2008
391	10705	-1	-1	2008
2071	10705	-1	-1	2008
1943	10705	-1	-1	2008
3817	10705	-1	-1	2008
3734	10705	-1	-1	2008
2940	10705	-1	-1	2008
195	10705	-1	-1	2008
3955	10705	-1	-1	2008
2410	10705	-1	-1	2008
3279	10705	-1	-1	2008
3248	10705	0	-1	2008
3377	10705	0	-1	2008
635	10705	0	-1	2008
2373	10705	0	-1	2008
202	10705	0	-1	2008
4596	10705	0	-1	2008
566	10705	0	-1	2008
2480	3384	1	-1	2008
423	3384	1	-1	2008
85	3384	1	-1	2008
3259	3384	1	-1	2008
2397	3384	1	-1	2008
4001	3384	1	-1	2008
2952	3384	1	-1	2008
352	3384	1	-1	2008
1084	3384	1	-1	2008
2891	3384	1	-1	2008
60	3384	1	-1	2008
2903	3384	1	-1	2008
2464	3384	1	-1	2008
3972	3384	1	-1	2008
1563	3384	1	-1	2008
584	3384	1	-1	2008
278	3384	1	-1	2008
2896	3384	1	-1	2008
2110	3384	1	-1	2008
577	3384	1	-1	2008
4014	3384	1	-1	2008
404	3384	1	-1	2008
3066	3384	1	-1	2008
905	3384	1	-1	2008
997	3384	1	-1	2008
1156	3384	1	-1	2008
2835	3384	1	-1	2008
43	3384	1	-1	2008
2188	3384	1	-1	2008
4806	3384	1	-1	2008
3114	3384	1	-1	2008
3355	3384	1	-1	2008
4508	3384	1	-1	2008
257	3384	1	-1	2008
389	3384	1	-1	2008
1000	3384	1	-1	2008
2189	3384	1	-1	2008
1117	3384	-1	-1	2008
817	3384	-1	-1	2008
3258	3384	-1	-1	2008
2837	3384	-1	-1	2008
3993	3384	-1	-1	2008
2881	3384	-1	-1	2008
1914	3384	-1	-1	2008
2482	3384	-1	-1	2008
2623	3384	-1	-1	2008
1785	3384	-1	-1	2008
3734	3384	-1	-1	2008
2916	3384	-1	-1	2008
3979	3384	-1	-1	2008
1922	3384	-1	-1	2008
3738	3384	-1	-1	2008
1256	3384	-1	-1	2008
212	3384	-1	-1	2008
2185	3384	-1	-1	2008
1374	3384	-1	-1	2008
5195	3384	-1	-1	2008
2273	3384	-1	-1	2008
2983	3384	-1	-1	2008
210	3384	-1	-1	2008
233	3384	-1	-1	2008
3999	3384	0	-1	2008
2211	3384	0	-1	2008
3086	3384	0	-1	2008
1328	3384	0	-1	2008
3853	3384	0	-1	2008
580	3384	0	-1	2008
577	2698	1	-1	2008
3458	2698	1	-1	2008
2943	2698	1	-1	2008
2044	2698	1	-1	2008
647	2698	1	-1	2008
635	2698	1	-1	2008
484	2698	1	-1	2008
3960	2698	1	-1	2008
817	2698	1	-1	2008
4089	2698	1	-1	2008
3809	2698	1	-1	2008
2482	2698	1	-1	2008
3940	2698	1	-1	2008
1684	2698	1	-1	2008
4029	2698	1	-1	2008
2185	2698	1	-1	2008
457	2698	1	-1	2008
5196	2698	1	-1	2008
4216	2698	1	-1	2008
4123	2698	1	-1	2008
975	2698	1	-1	2008
417	2698	1	-1	2008
1328	2698	1	-1	2008
3086	2698	1	-1	2008
1542	2698	1	-1	2008
4558	2698	1	-1	2008
4593	2698	1	-1	2008
2130	2698	1	-1	2008
4031	2698	1	-1	2008
390	2698	1	-1	2008
206	2698	1	-1	2008
2972	2698	1	-1	2008
345	2698	1	-1	2008
3058	2698	1	-1	2008
148	2698	1	-1	2008
3951	2698	1	-1	2008
62	2698	1	-1	2008
2163	2698	1	-1	2008
4340	2698	1	-1	2008
1758	2698	1	-1	2008
3961	2698	1	-1	2008
3997	2698	1	-1	2008
4288	2698	1	-1	2008
673	2698	1	-1	2008
1749	2698	1	-1	2008
2470	2698	1	-1	2008
997	2698	1	-1	2008
4241	2698	1	-1	2008
4092	2698	-1	-1	2008
4512	2698	-1	-1	2008
3311	2698	-1	-1	2008
346	2698	-1	-1	2008
90	2698	-1	-1	2008
1808	2698	-1	-1	2008
4012	2698	-1	-1	2008
1126	2698	-1	-1	2008
43	2698	-1	-1	2008
471	2698	-1	-1	2008
1179	2698	-1	-1	2008
265	2698	-1	-1	2008
4650	2698	-1	-1	2008
125	2698	-1	-1	2008
1123	2698	-1	-1	2008
3187	2698	-1	-1	2008
1922	2698	-1	-1	2008
463	2698	-1	-1	2008
5197	2698	-1	-1	2008
4043	2698	-1	-1	2008
1042	2698	-1	-1	2008
234	2698	-1	-1	2008
1000	2698	-1	-1	2008
3371	2698	-1	-1	2008
164	2698	-1	-1	2008
2215	2698	-1	-1	2008
426	2698	-1	-1	2008
4470	2698	-1	-1	2008
1117	2698	-1	-1	2008
2351	2698	-1	-1	2008
391	2698	-1	-1	2008
3950	2698	0	-1	2008
523	2698	0	-1	2008
195	2698	0	-1	2008
3962	2698	0	-1	2008
635	1768	1	-1	2008
347	1768	1	-1	2008
5198	1768	1	-1	2008
349	1768	1	-1	2008
2071	1768	1	-1	2008
4747	1768	1	-1	2008
1684	1768	1	-1	2008
74	1768	1	-1	2008
206	1768	1	-1	2008
4426	1768	1	-1	2008
4071	1768	1	-1	2008
3945	1768	1	-1	2008
2007	1768	1	-1	2008
3080	1768	1	-1	2008
2091	1768	1	-1	2008
647	1768	1	-1	2008
4231	1768	1	-1	2008
1542	1768	1	-1	2008
1526	1768	1	-1	2008
455	1768	1	-1	2008
4769	1768	1	-1	2008
3964	1768	1	-1	2008
749	1768	1	-1	2008
2130	1768	1	-1	2008
3916	1768	1	-1	2008
2115	1768	1	-1	2008
1741	1768	1	-1	2008
2122	1768	1	-1	2008
3943	1768	1	-1	2008
4127	1768	1	-1	2008
4236	1768	1	-1	2008
3646	1768	1	-1	2008
4515	1768	1	-1	2008
101	1768	1	-1	2008
3187	1768	1	-1	2008
4303	1768	1	-1	2008
4446	1768	1	-1	2008
3925	1768	1	-1	2008
5199	1768	1	-1	2008
2829	1768	1	-1	2008
3946	1768	1	-1	2008
389	1768	1	-1	2008
3127	1768	1	-1	2008
3407	1768	-1	-1	2008
4277	1768	-1	-1	2008
4136	1768	-1	-1	2008
833	1768	-1	-1	2008
1797	1768	-1	-1	2008
22	1768	-1	-1	2008
2257	1768	-1	-1	2008
391	1768	-1	-1	2008
583	1768	-1	-1	2008
4087	1768	-1	-1	2008
526	1768	-1	-1	2008
533	1768	-1	-1	2008
391	1768	-1	-1	2008
496	1768	-1	-1	2008
